Timestamp,Sample Index,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
1748948055.0571845,175,7.470529867597185,-4.954842332382275,5.200564275471596,-31.306952510942608,7.009797402591521,-52.313016218459026,0.5002316002233991,0.3635875647546247,0.6656099059945799
1748948055.1615405,176,7.808261867184132,-5.468086397137347,5.4601230082885515,-105.22271062240216,28.47623193186162,-20.599625380045808,0.6305419588521093,0.19563897423098464,1.143875329832949
1748948055.2644238,177,7.998567165796702,-4.407748463656716,3.2785741096484773,73.77829891523056,14.926818493533501,-42.056257722041366,-1.6270028012089075,-1.7054989624917,-2.0328908246788946
1748948055.3694477,178,7.110429829280168,-2.4433694689508925,6.443378878493533,33.845818403640564,103.93454334817096,13.189024967005537,-3.0075361258813844,-2.8516344378951195,-3.343582082039597
1748948055.4755266,179,6.855875706309868,0.5650252276967045,7.743944326151075,3.8950580256061786,12.79497020518569,-6.500298708373717,1.218090471209973,1.2897729780723126,1.58479259045543
1748948055.577391,180,6.234748874627931,0.39860797617735944,7.712781398768856,-30.349713262660927,21.29376782673527,3.83913522415807,-1.3903713599891463,-1.304652744929773,-1.1603538787801964
1748948055.6807976,181,5.944616901909896,-1.2486717769649014,8.121108942360436,-29.77466924605455,4.103630524417259,7.142809655553971,-2.599773904659404,-2.131944574320655,-2.5243165299152843
1748948055.7816787,182,4.806047321329273,-2.33193200618698,6.671634995048079,6.631881936212617,-31.177595091190025,22.26259702319959,-4.365520612670485,-4.384618237845842,-4.458352120594264
1748948055.8941925,183,6.791452983484351,-2.3873270414236947,5.978429516372451,-47.00035544739016,-11.148184799642115,15.496190566185305,0.6427975801646028,0.8852773451964484,1.4899795456670448
1748948056.0014098,184,6.293119716357657,-4.583925340206582,5.950306421531527,-35.839422248830715,-21.41806119451921,15.314011033399614,-1.6235811028967384,-1.1453725807275545,-1.40963771579213
1748948056.1108267,185,6.593361829993931,-5.899270421676247,6.0466408782550225,24.849010309742546,-39.995898444275305,42.92836782273104,4.21586917663688,3.85488181669723,3.7816401255612706
1748948056.2183924,186,6.263967639667394,-5.244528783085121,5.366659234472294,-12.854135117696899,3.860051746652256,58.39465459314286,3.3447082470805563,3.191082026175297,3.317262799032942
1748948056.3261256,187,7.0270448019540686,-2.030416151342078,6.89574467972379,131.7841352992515,-47.592569301380166,15.304768267066812,-4.665246485980601,-4.708418257215909,-4.888693413262609
1748948056.4276829,188,2.933884300180021,-8.795593634210269,5.98494704160676,-208.97332638295498,114.6914568283768,39.18486182305246,3.192931125151861,2.5017557620444317,2.4027928408541492
