Timestamp,Sample Index,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
1748947551.7895973,0,9.919356542391817,2.487651015403423,0.28366559184595463,17.329596038307038,-1.3430811483745482,5.992445148695852,3.112520550134324,2.61395097076164,3.225459654911174
1748947551.902565,1,9.397232042983099,2.593973628391767,0.7781559891883899,19.317329032132772,7.705266059480979,33.504180270995384,0.737281326571846,0.5700602749642059,0.9724449050426373
1748947552.0092359,2,9.500543170690749,0.5827117795086756,0.8446257359144018,-9.365669357716358,-3.3989530185758854,0.26962310488451213,2.590609314160928,2.822141402901938,2.5317130557879923
1748947552.1131246,3,9.574311268466202,0.5563127769735621,0.5566136909675231,4.002746292806306,2.7225063516195553,-3.2381358852879765,2.500330984644819,3.0354434500324983,2.847121452284148
1748947552.215285,4,9.471940565938729,-0.2913692815544249,0.8925375755577397,2.042912076107853,2.412990768806685,0.6764685768638035,3.442325920464616,3.4860458463732362,3.6442752098999422
1748947552.3227873,5,10.04482586501911,0.288245718895345,0.16719642133291007,-11.228987733017561,4.72088212035707,0.2406205736001562,3.939838616034223,4.274013347899379,3.9976416154941212
1748947552.427331,6,9.990756411382032,-0.06661838966434575,0.7109520418010306,1.4127612718926479,4.027624567206365,1.0058561608565242,2.207152587446684,2.8693581559501196,2.7666718417637015
1748947552.5355303,7,9.348176245097147,0.30676148215182664,0.6877919411701545,1.1695818522244394,-3.4101117830752194,2.7713371041876487,1.7065371777011356,1.1713442196844515,0.9936444439142608
1748947552.6412973,8,10.237066631306309,0.4493614453494368,0.5854757080141196,-24.514159873871915,10.988838690206006,-2.2776665440788193,2.2037911046695835,2.4956561722297375,2.278746542756849
1748947552.7552347,9,9.486898906113066,1.160480285978351,0.19028092409947173,-8.782327306022681,2.5694632332137455,1.6490653297292348,-0.11559697497330378,0.2197978737177282,-0.12037346189465235
1748947552.8633158,10,10.263107479029104,-0.05218601119158811,1.3586004490269228,-10.848326925635051,14.68586552553222,2.7300904827667662,-0.1689158524546369,0.4321919288003897,0.5368295622814931
1748947552.9737978,11,9.500915257642868,0.07820991212498828,1.6327695396213278,6.768867845348371,-5.058221522608136,0.7690777878351087,-4.441401700441909,-4.130980892046789,-4.561046567902071
